responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,VOTIFY_LINK
a4,,survey1,q_2_1,"The world is a better place when the United States...",0,comp_4_2,"not sure",2,"http://www.votifi.com/polls/3316"
