responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,VOTIFY_LINK
a3,,survey1,q_2_1,"Should airlines ban devices that allow passengers to prevent the seat in front of them from reclining?",0,comp_4_2,"Is this even possible?",1,"http://votifi.com/polls/3319"
