responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,VOTIFY_LINK
a8,,survey1,q_2_1,"Do you normally use up all of the vacation time you get in a year from work?",0,comp_4_2,"Less than 50% of it",2,"http://votifi.com/polls/3385"
