responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,VOTIFY_LINK,acceptTime,submitTime
AWVPMA45OOJUD,,survey1,q_2_1,"Assuming the same pay, benefits, and hours, would you rather work/have worked for a big company or a small company?",0,comp_4_2,"Not Sure",1,"http://www.votifi.com/polls/3312","Wed, 25 Mar 2015 17:05:25 -0400","Wed, 25 Mar 2015 17:05:27 -0400"
