responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,VOTIFY_LINK,acceptTime,submitTime
A2IZYKTHG5PO47,,survey1,q_2_1,"Have you even bought and returned something that you only ever intended to use one time?",0,comp_4_2,"Instead of buying I try to borrow",1,"http://votifi.com/polls/3320","Wed, 25 Mar 2015 17:32:25 -0400","Wed, 25 Mar 2015 17:32:32 -0400"
