responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,VOTIFY_LINK
a10004,,survey1,q_2_1,"Assuming the same pay, benefits, and hours, would you rather work/have worked for a big company or a small company?",0,comp_4_2,"Not Sure",0,"http://www.votifi.com/polls/3312"
