responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,VOTIFY_LINK,acceptTime,submitTime
A2IZYKTHG5PO47,,survey1,q_2_1,"Do you think the United States will send combat troops to fight against ISIS in Iraq and Syria?",0,comp_4_2,"Not following the story",1,"http://votifi.com/polls/3340","Wed, 25 Mar 2015 17:31:40 -0400","Wed, 25 Mar 2015 17:31:46 -0400"
