responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,VOTIFY_LINK,acceptTime,submitTime
A2IZYKTHG5PO47,,survey1,q_2_1,"Do you normally use up all of the vacation time you get in a year from work?",0,comp_5_2,"I barely ever take vacations",2,"http://votifi.com/polls/3385","Wed, 25 Mar 2015 17:31:06 -0400","Wed, 25 Mar 2015 17:31:18 -0400"
