responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,VOTIFY_LINK
a7,,survey1,q_2_1,"If you were a teacher would you allow students to use comptuers, tablets or other connected devices during class?",0,comp_4_2,"Not sure",2,"http://votifi.com/polls/3341"
