responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,VOTIFY_LINK,acceptTime,submitTime
A2IZYKTHG5PO47,,survey1,q_2_1,"If you were a teacher would you allow students to use comptuers, tablets or other connected devices during class?",0,comp_3_2,"No - they are mostly just a distraction",2,"http://votifi.com/polls/3341","Wed, 25 Mar 2015 17:31:48 -0400","Wed, 25 Mar 2015 17:32:22 -0400"
