responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,VOTIFY_LINK,acceptTime,submitTime
A2IZYKTHG5PO47,,survey1,q_2_1,"When sensitive, personal photos stored in the cloud get leaked, who is primaril to blame?",0,comp_4_2,"The hackers",1,"http://votifi.com/polls/3335","Wed, 25 Mar 2015 17:32:35 -0400","Wed, 25 Mar 2015 17:32:40 -0400"
