responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,VOTIFY_LINK
a17,,survey1,q_2_1,"Do you think the United States will send combat troops to fight against ISIS in Iraq and Syria?",0,comp_4_2,"Not following the story",2,"http://votifi.com/polls/3340"
