responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,VOTIFY_LINK
a10004,,survey1,q_2_1,"Do you normally use up all of the vacation time you get in a year from work?",0,comp_3_2,"Most of it",0,"http://votifi.com/polls/3385"
